dataset_name,column_name,pandas_dtype,nullable,missing_count,missing_percentage,unique_count,unique_percentage,duplicate_count,memory_usage_mb,sample_values
product_category_name_translati,Column1,str,False,0,0.0,72,100.0,0,0.0,"['product_category_name', 'beleza_saude', 'informatica_acessorios', 'automotivo', 'cama_mesa_banho']"
product_category_name_translati,Column2,str,False,0,0.0,72,100.0,0,0.0,"['product_category_name_english', 'health_beauty', 'computers_accessories', 'auto', 'bed_bath_table']"
